feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
0.007489443951853709,0.676282598247037,0.6251480151568655,-0.3023902946402904,1.2479128504005157,-0.007975792758645506,0.8434852616119258,3
0.03913502237073906,-0.17439668307051182,-0.2584884430349504,0.11437646750279246,-2.1052432903383647,0.9651875916467052,1.1401015224216162,2
1.0786389305297523,-0.5240187756299077,1.4005963049739105,-0.00046413864940969676,-0.2549641057209861,-0.07612148406969112,1.7208223166588037,4
0.3792699631134444,-0.5934651256546003,-0.6704161127620217,2.1807089616266566,-1.2969806592434352,-1.2766700156954203,0.6825933112107841,2
1.0887000909071065,-0.7708825067397442,1.455144481814991,0.829298440266048,-1.1944082537023373,0.19221635389934366,-1.3073891652288747,4
1.2249181915487821,1.2029582556920757,1.8174272224116557,-0.5465287160020653,-1.127557101664424,-0.7369914539887781,-1.0284688037155914,4
0.015119288530023247,-0.44244402775712605,0.14401885439885395,2.915230375743277,-0.8641985204756361,0.09342876578526922,-0.16581281265252532,2
-0.3651979985190132,-0.604858179595852,1.04433108698271,-0.16012436366391802,1.3021705146979017,0.9839679242368957,0.6694715524550141,4
-0.8505396232837705,-0.45504871454210405,0.12629147164814522,-0.036770632869148084,0.2203669316295887,0.9165180407082758,-0.31676405657362733,3
-0.7499154623164606,0.21905716651898555,-0.053711236075480444,0.38092998886845847,0.41894313264605754,0.22433928642935924,0.9526495561869464,2
-0.5313968174506845,-0.7511874774586241,-0.5132669066805914,-0.3970968652644985,-0.5814186323258786,0.4353812427789656,0.3619435402335621,3
0.20353582498058803,-0.13708559020294786,-0.14711892236752822,-0.3119814379238994,-0.3388001291410064,-1.24483643026595,-2.243853530294337,4
-0.1977635570309474,-0.0060934377410596565,0.04588053872896652,0.15568543378475364,0.33304232774838116,-0.7903134430151361,-1.1403343193997204,1
-1.5828471833429116,1.7367271463587486,-1.675833715368956,-0.2530761975300556,0.32699282516703637,0.33643598230636723,-0.9490514699861015,2
-1.5710792290769948,-0.41470289516288505,-1.5745573731797913,-0.5855457061847241,0.00866280718993246,-0.7445659258060632,-0.29917261686523045,2
0.2763870055467667,2.2296840817765173,0.9051456692999296,1.2197799997193932,-1.7119546987485128,0.015255618347543373,0.5457880050916608,2
-0.5303794869462131,-2.0007768216231,0.4431074067775094,-0.6124831395332514,0.5923572369499813,0.6058531860029502,-0.17221338616317236,1
0.5419377978259559,-0.06115321699643114,0.1046842468667488,0.9231608005820535,-0.6526785950810955,0.10700437198163483,-0.7646747713178279,3
-2.006010865614625,0.34866281807987853,-1.8682387660845137,0.40123241631831996,0.3045194738023905,-0.9157020947219041,0.9186447969081807,1
0.9368897110456712,0.32619275890806926,0.7551218576328252,0.3343125436911518,0.5490377427603234,1.7800027011895974,-0.692666807258777,2
-0.7412746204009405,1.080513199992543,-0.31652005281689943,-0.39174856450134765,1.7060364115191857,0.007812517623735128,-0.9417444758765946,4
-1.1981283688222473,1.0506684090181215,-1.8421638302274983,-0.051453057823709535,0.3000834891083738,0.670419420620336,1.3523254563083864,3
1.2375081601610296,-1.3408693060395036,0.2543986014472157,-1.0240861374741905,-0.8908334203537636,-0.9403847777992083,-0.27788486900502185,2
-1.3992475445460026,-0.9104155199341692,-1.5056340637556955,-0.9945354178790548,1.0845749389449342,-3.169927002360636,1.3425726414022645,2
-0.25327330224866124,0.3358945794951899,-0.1194201087469703,-0.26543198850000843,-0.6173482638350102,0.7431665102551851,1.8518581798667486,2
-1.3852441531478956,0.7360915849092331,-1.4220980063430622,-1.0758490640060718,-0.6848252830277576,-0.03693457968922585,-1.0969314326158317,0
-0.1890653306583757,-0.9807408763322859,-0.3312065591596217,-0.7277236793861785,-0.8732395896617314,1.2570998707858705,-0.39491744883576285,4
0.5373883798437583,3.2076588916732693,1.431956264914136,-0.4343128308510113,-0.9951773222137165,-0.9825649529031886,-0.24430959850589717,3
-1.0654857513809786,-1.3950757949329946,-0.6168346570442754,-0.5566265458888653,-0.779047840404548,0.8871565334886669,0.5398856045618481,1
0.8403067545134488,0.8990745785948495,1.9758165334610747,-0.16023285280394603,1.5425151939271187,0.6377009933412986,-1.6400733174153208,0
-0.4311872877855564,-0.02433963130114956,-0.5725579050042124,-0.17635912923105673,-1.471481998079565,-0.3774493644756958,0.801712667766817,2
1.4749073156477022,-1.276557086905141,0.4675491467111055,-0.31387324056259847,-1.0936482693305958,0.30188459487123664,1.47747726265954,4
1.2756884469369438,-0.8117821383394205,0.29487169918061196,1.3787376340510922,-0.8712388020350401,0.32826340183554537,-0.4620848820803657,1
-0.41763655815471873,1.59215801154955,0.2780087617428805,-1.153420324829457,1.2593179578043698,0.3376221671063552,1.5111313389816246,0
-0.13043342520789922,-0.20622855918070182,0.19475707110011645,3.269259618683436,-0.05795299602825728,-0.2898518112143739,0.03441772440013955,2
-1.0165578781754245,-1.2729289765330551,-1.0898054212113104,1.096649488139019,-0.8456800583115528,0.5188962124857451,1.0196123274690838,2
1.0416836405547563,0.3752841537493889,0.9642935500774221,-0.18175282615564603,2.028812597219723,0.7776675772007469,-0.12192721923948004,0
-0.625671924776402,0.8566711815041317,-1.263186782490301,-0.24327234273851006,2.1570216258845925,0.6521288028142784,0.692485990174701,4
0.9200184486066167,0.010111293874988615,1.3339257035335703,-0.6524709509528348,0.8072904627680594,0.6690216282758443,-0.29522433502402146,2
1.0171656366917545,0.7489601037347556,1.8924510627900493,-0.9132100435794431,-1.4304704351339166,0.6057082949886557,0.3780430045945976,4
0.4568402727644309,0.6884230298830952,0.5346619541991262,0.1716099452078713,0.8393515757560035,-2.7191454539270326,0.3197979665418399,0
-0.5943020952843926,1.659351548711621,-0.9500421527592458,2.9120695256572935,0.8777520993936306,0.2861099839086302,0.18408858892344052,4
0.6605148789050375,-0.6276666117976767,-0.37834135366395694,3.869274484343786,-0.8174313253555703,0.6314333721367966,0.7711082933398212,4
1.3483752094370751,-0.45036265977640916,0.9865953537155032,-0.20500845865056544,-0.8461140089872294,0.5067551126397776,-1.26840733804993,0
1.8506499980177784,-0.6151818237792739,0.9896430622718378,-0.4264022554148436,1.3417365467407096,0.9237844229315458,1.0592419226525582,0
-0.7446789721605833,1.0631260416313504,-1.2548201120590943,-0.6005606643993704,-0.9037647217979866,-0.3689565767973897,0.26677401333146156,4
-0.3093074947491809,0.3882899400453663,-0.34986861330505914,-0.8423177839912199,-1.180574329624361,0.6571503935817056,-0.4446509359902684,2
-1.0532649248454085,-1.4718176791205637,-0.024437937689974154,-0.4861531558435149,1.4975758781074902,0.1394012042138401,-1.0514170992101606,4
1.416307206603205,0.0834111140377372,1.8603737009372383,-0.7036332343982719,-0.7117119229033119,0.20731440124422773,-0.6123850959984665,3
-0.5977033904424689,0.6028546329935957,-0.325287445096993,-0.6701075693173018,1.1548916522112183,0.784043516780934,-0.36337704865606013,2
-0.942686551148373,-1.2493433798178164,-0.9914403486758334,-0.0908229145746416,0.619234236205364,0.7060045771310279,-1.7536356791255614,4
1.3939562996720276,0.6051995531182843,2.441865622620864,-0.8326036627021406,1.0065241914665155,0.7842356841806705,0.6591052062198789,2
-0.7917539648713151,-1.2229552389821754,-0.9036187988831318,-0.40756491415898194,-1.526467394342413,-0.306153750670155,0.12502414813342777,2
1.2632519523444026,0.7010837870480477,1.7619355864678055,0.12591855958953857,0.07482591409812409,0.4676637401312316,-0.48975412209791075,0
0.49936660524624304,-0.7073361116575793,0.49123262592123385,-0.944085081860315,-0.7198280204298326,-0.039612672998551146,1.6248204714776406,2
0.5317261727426315,-0.18603826146017635,-0.414375348848928,-1.2192169432477966,1.0093484839396205,-1.856727788600091,-0.12500404256024966,2
1.3961971667774284,-0.2924551658328184,0.4706174085494111,-0.20860655388069368,-1.1802830338950314,-0.06206883371628537,-2.309881267346977,0
0.4360951669629642,-1.3693538631654134,-0.3883819290829265,-1.09537791368799,0.5521393714064956,-0.8485053968201908,-0.19909896261469354,2
0.152967526092912,-0.9029628848364651,0.24436844186951664,-0.6656306229031183,1.0806846783427708,0.37708397197443866,0.697255337448259,3
